Data_Source;Departure_city;Arrival_city;Nb_bus_taken;Nb_train_taken;Nb_car_taken;Nb_plane_taken;Duration;Price_min;Price_max
Rome2rio;Paris;Berlin;0;0;0;1;285;47;224
Rome2rio;Paris;Berlin;0;0;0;1;281;49;277
Rome2rio;Paris;Berlin;0;0;0;1;293;57;326
Rome2rio;Paris;Berlin;0;0;0;1;438;74;389
Rome2rio;Paris;Berlin;0;1;0;1;339;117;348
Rome2rio;Paris;Berlin;0;1;0;0;509;187;277
Rome2rio;Paris;Berlin;0;1;0;0;743;90;140
Rome2rio;Paris;Berlin;1;0;0;0;855;45;65
Rome2rio;Paris;Berlin;1;0;0;0;989;37;45
Rome2rio;Paris;Berlin;0;0;1;0;576;120;190
Rome2rio;Paris;Rome;0;0;0;1;311;59;288
Rome2rio;Paris;Rome;0;0;0;1;325;67;305
Rome2rio;Paris;Rome;0;2;0;1;402;35;264
Rome2rio;Paris;Rome;0;1;0;1;385;83;417
Rome2rio;Paris;Rome;0;1;0;0;621;155;295
Rome2rio;Paris;Rome;1;0;0;0;1220;65;80
Rome2rio;Paris;Rome;0;2;0;0;844;118;236
Rome2rio;Paris;Rome;0;0;1;0;810;190;280
Rome2rio;Paris;Rome;0;1;1;0;1340;186;315
Rome2rio;Paris;Madrid;0;0;0;1;303;47;243
Rome2rio;Paris;Madrid;0;0;0;1;327;45;260
Rome2rio;Paris;Madrid;0;1;0;1;397;40;410
Rome2rio;Paris;Madrid;0;1;0;0;599;213;369
Rome2rio;Paris;Madrid;0;1;0;0;844;155;203
Rome2rio;Paris;Madrid;1;0;0;0;965;55;140
Rome2rio;Paris;Madrid;0;0;1;0;872;80;80
Rome2rio;Paris;Madrid;0;0;1;0;721;150;220
Rome2rio;Paris;London;0;1;0;0;146;£100 ; £300
Rome2rio;Paris;London;1;0;0;0;450;£13 ; £35
Rome2rio;Paris;London;0;0;1;0;355;£30 ; £32
Rome2rio;Paris;London;0;0;1;0;393;£41 ; £105
Rome2rio;Paris;London;0;0;1;0;270;£171 ; £189
Rome2rio;Paris;London;0;0;0;1;252;£59 ; £234
Rome2rio;Paris;London;0;1;0;1;260;£48 ; £222
Rome2rio;Paris;London;0;1;0;1;294;£57 ; £202
Rome2rio;Paris;London;0;1;0;1;323;£79 ; £294
Rome2rio;Paris;London;0;1;0;1;323;£84 ; £439
Rome2rio;Paris;Dublin;0;0;0;1;284;65;225
Rome2rio;Paris;Dublin;0;1;0;1;344;44;235
Rome2rio;Paris;Dublin;0;0;0;1;290;62;408
Rome2rio;Paris;Dublin;0;1;0;0;647;265;789
Rome2rio;Paris;Dublin;0;1;0;0;685;256;789
Rome2rio;Paris;Dublin;2;0;0;0;1267;39;56
Rome2rio;Paris;Dublin;2;0;0;0;1376;31;39
Rome2rio;Paris;Dublin;0;0;1;0;1357;78;143
Rome2rio;Paris;Lisbon;0;0;0;1;331;51;237
Rome2rio;Paris;Lisbon;0;0;0;1;346;64;294
Rome2rio;Paris;Lisbon;0;1;0;1;416;49;304
Rome2rio;Paris;Lisbon;1;1;0;0;1103;140;222
Rome2rio;Paris;Lisbon;1;0;0;0;1380;65;190
Rome2rio;Paris;Lisbon;0;2;0;0;1176;175;233
Rome2rio;Paris;Lisbon;0;0;1;0;971;220;320
Rome2rio;Paris;Brussels;0;1;0;0;82;75;160
Rome2rio;Paris;Brussels;1;0;0;0;225;16;30
Rome2rio;Paris;Brussels;0;0;1;0;222;19;19
Rome2rio;Paris;Brussels;0;0;1;0;172;35;55
Rome2rio;Paris;Brussels;0;0;0;1;170;77;318
Rome2rio;Paris;Luxembourg;0;1;0;0;132;65;85
Rome2rio;Paris;Luxembourg;1;0;0;0;300;13;24
Rome2rio;Paris;Luxembourg;1;1;0;0;369;33;66
Rome2rio;Paris;Luxembourg;0;0;1;0;246;19;35
Rome2rio;Paris;Luxembourg;0;0;1;0;206;40;65
Rome2rio;Paris;Luxembourg;0;0;0;1;247;71;293
Rome2rio;Paris;Amsterdam;0;1;0;0;200;110;230
Rome2rio;Paris;Amsterdam;1;0;0;0;485;16;35
Rome2rio;Paris;Amsterdam;1;0;0;0;467;32;43
Rome2rio;Paris;Amsterdam;0;0;1;0;360;32;35
Rome2rio;Paris;Amsterdam;0;0;1;0;286;65;100
Rome2rio;Paris;Amsterdam;0;0;0;1;255;76;253
Rome2rio;Paris;Amsterdam;0;1;0;1;246;53;296
Rome2rio;Paris;Amsterdam;0;1;0;1;244;141;447
Rome2rio;Paris;Amsterdam;0;1;0;1;339;142;430
Rome2rio;Paris;Bern;0;1;0;0;258;SFr 125 ; SFr 181
Rome2rio;Paris;Bern;0;1;0;0;291;SFr 138 ; SFr 219
Rome2rio;Paris;Bern;1;0;0;0;580;SFr 35 ; SFr 45
Rome2rio;Paris;Bern;1;1;0;0;642;SFr 78 ; SFr 139
Rome2rio;Paris;Bern;0;0;1;0;359;SFr 70 ; SFr 110
Rome2rio;Paris;Bern;0;1;0;1;252;SFr 125 ; SFr 523
Rome2rio;Paris;Bern;0;1;0;1;316;SFr 114 ; SFr 371
Rome2rio;Paris;Bern;0;1;0;1;325;SFr 116 ; SFr 361
Rome2rio;Paris;Bern;0;1;0;1;366;SFr 102 ; SFr 313
Rome2rio;Paris;Bern;0;1;0;1;385;SFr 126 ; SFr 381
Rome2rio;Paris;Copenhagen;0;0;0;1;295;460 kr ; 1640 kr
Rome2rio;Paris;Copenhagen;0;0;0;1;291;539 kr ; 2454 kr
Rome2rio;Paris;Copenhagen;0;1;0;1;349;966 kr ; 2764 kr
Rome2rio;Paris;Copenhagen;0;1;0;0;837;1806 kr ; 3909 kr
Rome2rio;Paris;Copenhagen;1;0;0;0;1085;410 kr ; 500 kr
Rome2rio;Paris;Copenhagen;0;0;1;0;741;1300 kr ; 1900 kr
Rome2rio;Paris;Oslo;0;1;0;1;334;kr 729 ; kr 2289
Rome2rio;Paris;Oslo;0;1;0;1;450;kr 1190 ; kr 3407
Rome2rio;Paris;Oslo;0;1;0;1;536;kr 939 ; kr 3679
Rome2rio;Paris;Oslo;0;2;0;1;383;kr 1391 ; kr 3503
Rome2rio;Paris;Oslo;1;0;0;0;1640;kr 1048 ; kr 1354
Rome2rio;Paris;Oslo;0;1;0;0;1793;;
Rome2rio;Paris;Oslo;0;1;0;0;1833;kr 2623 ; kr 4868
Rome2rio;Paris;Oslo;1;0;0;0;1985;;
Rome2rio;Paris;Oslo;1;1;0;0;1432;kr 2386 ; kr 4583
Rome2rio;Paris;Oslo;0;0;1;0;1110;kr 2800 ; kr 4200
Rome2rio;Paris;Stockholm;0;0;0;1;334;786 kr ; 3286 kr
Rome2rio;Paris;Stockholm;0;0;0;1;457;1261 kr ; 4576 kr
Rome2rio;Paris;Stockholm;0;0;0;1;450;1098 kr ; 3605 kr
Rome2rio;Paris;Stockholm;0;1;0;1;388;1378 kr ; 4317 kr
Rome2rio;Paris;Stockholm;0;1;0;1;400;1403 kr ; 5707 kr
Rome2rio;Paris;Stockholm;0;1;0;0;1173;2824 kr ; 5136 kr
Rome2rio;Paris;Stockholm;1;0;0;0;1700;916 kr ; 1109 kr
Rome2rio;Paris;Stockholm;0;1;0;0;1913;1649 kr ; 2248 kr
Rome2rio;Paris;Stockholm;1;0;0;0;2174;1386 kr ; 1656 kr
Rome2rio;Paris;Stockholm;0;0;1;0;1133;2600 kr ; 3900 kr
Rome2rio;Paris;Helsinki;0;0;0;1;359;82;240
Rome2rio;Paris;Helsinki;0;0;0;1;509;124;293
Rome2rio;Paris;Helsinki;0;1;0;1;412;137;404
Rome2rio;Paris;Helsinki;0;0;0;1;541;121;992
Rome2rio;Paris;Helsinki;0;0;1;0;2261;;
Rome2rio;Paris;Helsinki;1;0;0;0;2819;147;345
Rome2rio;Paris;Helsinki;0;1;0;0;2833;208;360
Rome2rio;Paris;Helsinki;1;0;0;0;2844;173;348
Rome2rio;Paris;Helsinki;0;1;0;0;3060;481;538
Rome2rio;Paris;Helsinki;0;0;1;0;2050;390;600
Rome2rio;Paris;Tallinn;0;0;0;1;344;81;812
Rome2rio;Paris;Tallinn;0;0;0;1;535;133;515
Rome2rio;Paris;Tallinn;0;1;0;1;388;141;336
Rome2rio;Paris;Tallinn;0;0;0;1;554;124;425
Rome2rio;Paris;Tallinn;1;1;0;0;2455;;
Rome2rio;Paris;Tallinn;1;0;0;0;2610;106;163
Rome2rio;Paris;Tallinn;1;0;0;0;2844;172;193
Rome2rio;Paris;Tallinn;0;1;0;0;3060;242;299
Rome2rio;Paris;Tallinn;0;0;1;0;1578;280;420
Rome2rio;Paris;Riga;0;0;0;1;398;$85 ; $500
Rome2rio;Paris;Riga;0;0;0;1;403;$122 ; $233
Rome2rio;Paris;Riga;0;1;0;1;451;$160 ; $453
Rome2rio;Paris;Riga;1;0;0;0;2280;$110 ; $160
Rome2rio;Paris;Riga;0;1;0;0;2410;;
Rome2rio;Paris;Riga;0;0;1;0;1326;$270 ; $410
Rome2rio;Paris;Vilnius;0;0;0;1;335;$76 ; $291
Rome2rio;Paris;Vilnius;0;0;0;1;400;$51 ; $291
Rome2rio;Paris;Vilnius;0;0;0;1;551;$113 ; $364
Rome2rio;Paris;Vilnius;0;1;0;1;384;$151 ; $434
Rome2rio;Paris;Vilnius;1;0;0;0;1990;;
Rome2rio;Paris;Vilnius;0;1;0;0;2020;$194 ; $334
Rome2rio;Paris;Vilnius;1;0;0;0;2069;$100 ; $140
Rome2rio;Paris;Vilnius;0;0;1;0;1163;$270 ; $390
Rome2rio;Paris;Warsaw;0;0;0;1;344;322 zł ; 2 042 zł
Rome2rio;Paris;Warsaw;0;0;0;1;434;378 zł ; 2 751 zł
Rome2rio;Paris;Warsaw;0;1;0;1;397;532 zł ; 1 637 zł
Rome2rio;Paris;Warsaw;0;1;0;1;435;262 zł ; 1 475 zł
Rome2rio;Paris;Warsaw;0;1;0;0;1219;563 zł ; 813 zł
Rome2rio;Paris;Warsaw;1;0;0;0;1380;300 zł ; 420 zł
Rome2rio;Paris;Warsaw;0;0;1;0;844;800 zł ; 1 200 zł
Rome2rio;Paris;Prague;0;0;0;1;289;1 201 Kč ; 6 251 Kč
Rome2rio;Paris;Prague;0;0;0;1;285;1 480 Kč ; 6 797 Kč
Rome2rio;Paris;Prague;0;1;0;1;347;3 011 Kč ; 9 857 Kč
Rome2rio;Paris;Prague;1;1;0;0;622;3 186 Kč ; 5 797 Kč
Rome2rio;Paris;Prague;0;1;0;0;754;4 967 Kč ; 7 548 Kč
Rome2rio;Paris;Prague;1;0;0;0;835;750 Kč ; 1 600 Kč
Rome2rio;Paris;Prague;0;0;1;0;556;3 100 Kč ; 4 500 Kč
Rome2rio;Paris;Vienna;0;0;0;1;309;67;222
Rome2rio;Paris;Vienna;0;0;0;1;394;84;365
Rome2rio;Paris;Vienna;0;1;0;1;367;142;406
Rome2rio;Paris;Vienna;0;1;0;0;642;178;250
Rome2rio;Paris;Vienna;1;0;0;0;1020;30;80
Rome2rio;Paris;Vienna;1;0;0;0;1054;62;74
Rome2rio;Paris;Vienna;0;2;0;0;1005;173;285
Rome2rio;Paris;Vienna;0;0;1;0;669;140;220
Rome2rio;Paris;Bratislava;1;0;0;1;325;57;218
Rome2rio;Paris;Bratislava;1;0;0;1;411;74;361
Rome2rio;Paris;Bratislava;1;1;0;1;384;132;402
Rome2rio;Paris;Bratislava;0;1;0;0;744;189;278
Rome2rio;Paris;Bratislava;1;0;0;0;1095;35;80
Rome2rio;Paris;Bratislava;1;0;0;0;1123;66;80
Rome2rio;Paris;Bratislava;0;2;0;0;1107;184;313
Rome2rio;Paris;Bratislava;0;0;1;0;711;150;230
Rome2rio;Paris;Budapest;0;0;0;1;324;20 688 Ft ; 68 688 Ft
Rome2rio;Paris;Budapest;0;0;0;1;325;22 060 Ft ; 104 291 Ft
Rome2rio;Paris;Budapest;0;1;0;1;399;14 688 Ft ; 83 688 Ft
Rome2rio;Paris;Budapest;0;1;0;1;388;41 044 Ft ; 138 627 Ft
Rome2rio;Paris;Budapest;0;1;0;0;794;68 169 Ft ; 101 470 Ft
Rome2rio;Paris;Budapest;0;1;0;0;854;68 562 Ft ; 105 336 Ft
Rome2rio;Paris;Budapest;1;0;0;0;1262;23 395 Ft ; 27 851 Ft
Rome2rio;Paris;Budapest;1;0;0;0;1285;13 467 Ft ; 29 684 Ft
Rome2rio;Paris;Budapest;0;0;1;0;799;55 000 Ft ; 90 000 Ft
Rome2rio;Paris;Ljubljana;0;0;0;1;292;99;340
Rome2rio;Paris;Ljubljana;0;0;0;1;463;110;630
Rome2rio;Paris;Ljubljana;0;0;0;1;414;124;470
Rome2rio;Paris;Ljubljana;0;0;0;1;463;112;703
Rome2rio;Paris;Ljubljana;0;0;0;1;463;80;590
Rome2rio;Paris;Ljubljana;0;0;0;1;453;82;643
Rome2rio;Paris;Ljubljana;0;1;0;0;814;160;259
Rome2rio;Paris;Ljubljana;1;0;0;0;1095;50;75
Rome2rio;Paris;Ljubljana;0;2;0;0;1202;133;222
Rome2rio;Paris;Ljubljana;0;0;1;0;701;150;220
Rome2rio;Paris;Bucharest;0;0;0;1;391;76;232
Rome2rio;Paris;Bucharest;0;0;0;1;492;78;305
Rome2rio;Paris;Bucharest;0;1;0;1;466;46;332
Rome2rio;Paris;Bucharest;0;1;0;1;455;131;396
Rome2rio;Paris;Bucharest;1;1;0;0;1687;;
Rome2rio;Paris;Bucharest;0;1;0;0;1836;230;350
Rome2rio;Paris;Bucharest;1;0;0;0;1994;1;1
Rome2rio;Paris;Bucharest;1;0;0;0;2186;106;135
Rome2rio;Paris;Bucharest;1;0;0;0;2557;3;12
Rome2rio;Paris;Bucharest;0;1;1;0;1834;251;405
Rome2rio;Paris;Bucharest;0;0;1;0;1361;270;410
Rome2rio;Paris;Belgrade;0;0;0;1;344;RSD 10976 ; RSD 36666
Rome2rio;Paris;Belgrade;0;0;0;1;450;RSD 14607 ; RSD 43879
Rome2rio;Paris;Belgrade;0;1;0;1;414;RSD 8976 ; RSD 111666
Rome2rio;Paris;Belgrade;1;1;0;0;1184;RSD 15401 ; RSD 25662
Rome2rio;Paris;Belgrade;1;1;0;0;1382;RSD 28877 ; RSD 53066
Rome2rio;Paris;Belgrade;1;0;0;0;1500;RSD 8000 ; RSD 12000
Rome2rio;Paris;Belgrade;0;1;1;0;1104;RSD 31606 ; RSD 42875
Rome2rio;Paris;Belgrade;0;0;1;0;990;RSD 25000 ; RSD 37000
Rome2rio;Paris;Sofia;0;0;0;1;372;$52 ; $222
Rome2rio;Paris;Sofia;0;0;0;1;502;$99 ; $345
Rome2rio;Paris;Sofia;0;1;0;1;442;$47 ; $202
Rome2rio;Paris;Sofia;0;1;0;1;430;$167 ; $445
Rome2rio;Paris;Sofia;1;1;0;0;1660;$154 ; $285
Rome2rio;Paris;Sofia;1;0;0;0;1980;$75 ; $150
Rome2rio;Paris;Sofia;1;0;0;0;2160;$95 ; $340
Rome2rio;Paris;Sofia;0;1;0;0;2206;$257 ; $398
Rome2rio;Paris;Sofia;0;1;1;0;1611;$248 ; $426
Rome2rio;Paris;Sofia;0;0;1;0;1251;$290 ; $430
Rome2rio;Paris;Tijana;0;0;0;1;430;RSD 4616 ; RSD 20726
Rome2rio;Paris;Tijana;1;0;0;1;676;;
Rome2rio;Paris;Tijana;1;0;0;1;616;RSD 11676 ; RSD 39176
Rome2rio;Paris;Tijana;0;0;0;1;541;RSD 4847 ; RSD 21939
Rome2rio;Paris;Tijana;1;0;0;1;729;;
Rome2rio;Paris;Tijana;1;0;0;1;799;RSD 6287 ; RSD 22947
Rome2rio;Paris;Tijana;1;1;0;1;700;;
Rome2rio;Paris;Tijana;1;1;0;0;1460;RSD 16401 ; RSD 28662
Rome2rio;Paris;Tijana;1;0;0;0;1776;RSD 9197 ; RSD 14382
Rome2rio;Paris;Tijana;1;1;0;0;1857;RSD 27236 ; RSD 40755
Rome2rio;Paris;Tijana;1;0;0;0;1860;RSD 14400 ; RSD 14950
Rome2rio;Paris;Tijana;0;1;1;0;1488;RSD 24231 ; RSD 41166
Rome2rio;Paris;Tijana;0;0;1;0;1127;RSD 28000 ; RSD 42000
Rome2rio;Paris;Skopje;0;0;0;1;518;$91 ; $291
Rome2rio;Paris;Skopje;0;1;0;1;831;$146 ; $478
Rome2rio;Paris;Skopje;0;1;0;1;640;$194 ; $405
Rome2rio;Paris;Skopje;1;1;0;0;1368;$212 ; $362
Rome2rio;Paris;Skopje;1;1;0;0;1439;;
Rome2rio;Paris;Skopje;1;0;0;0;1755;$82 ; $156
Rome2rio;Paris;Skopje;1;1;0;0;1796;$189 ; $260
Rome2rio;Paris;Skopje;1;0;0;0;1905;$101 ; $158
Rome2rio;Paris;Skopje;0;1;1;0;1618;$258 ; $426
Rome2rio;Paris;Skopje;0;0;1;0;1258;$290 ; $430
Rome2rio;Paris;Athens;0;0;0;1;415;85;300
Rome2rio;Paris;Athens;0;0;0;1;401;87;443
Rome2rio;Paris;Athens;0;0;0;1;595;70;380
Rome2rio;Paris;Athens;0;1;0;1;474;215;394
Rome2rio;Paris;Athens;1;1;0;0;1897;;
Rome2rio;Paris;Athens;1;1;0;0;2110;296;623
Rome2rio;Paris;Athens;1;0;0;0;2520;115;167
Rome2rio;Paris;Athens;2;0;0;0;2760;91;163
Rome2rio;Paris;Athens;0;0;1;0;2338;253;482
Rome2rio;Paris;Athens;1;1;0;0;2940;221;457
Rome2rio;Paris;Athens;0;1;1;0;2020;351;555
Rome2rio;Paris;Athens;0;0;1;0;1660;380;600
Rome2rio;Paris;Chisinau;0;0;0;1;405;$107 ; $222
Rome2rio;Paris;Chisinau;0;0;0;1;455;$97 ; $142
Rome2rio;Paris;Chisinau;0;1;0;1;661;$151 ; $347
Rome2rio;Paris;Chisinau;1;1;0;0;2000;;
Rome2rio;Paris;Chisinau;1;0;0;0;2372;;
Rome2rio;Paris;Chisinau;0;1;0;0;2442;$303 ; $486
Rome2rio;Paris;Chisinau;1;1;0;0;2763;$223 ; $226
Rome2rio;Paris;Chisinau;1;1;0;0;3240;$15 ; $23
Rome2rio;Paris;Chisinau;0;0;1;0;1537;$320 ; $480
Rome2rio;Paris;Kiev;0;0;0;1;423;2 568 ₴ ; 7 368 ₴
Rome2rio;Paris;Kiev;0;0;0;1;476;2 468 ₴ ; 7 268 ₴
Rome2rio;Paris;Kiev;0;0;0;1;489;2 998 ₴ ; 8 416 ₴
Rome2rio;Paris;Kiev;0;1;0;1;428;1 668 ₴ ; 5 868 ₴
Rome2rio;Paris;Kiev;0;0;0;1;577;2 698 ₴ ; 7 316 ₴
Rome2rio;Paris;Kiev;0;1;0;1;487;4 400 ₴ ; 11 742 ₴
Rome2rio;Paris;Kiev;0;1;0;0;2217;4 515 ₴ ; 7 092 ₴
Rome2rio;Paris;Kiev;1;0;0;0;2320;3 163 ₴ ; 4 417 ₴
Rome2rio;Paris;Kiev;1;1;0;0;2522;5 385 ₴ ; 9 072 ₴
Rome2rio;Paris;Kiev;0;0;1;0;1413;7 500 ₴ ; 12 000 ₴
Rome2rio;Paris;Minsk;0;0;0;1;407;$103 ; $343
Rome2rio;Paris;Minsk;0;0;0;1;543;$165 ; $466
Rome2rio;Paris;Minsk;0;1;0;1;558;$85 ; $358
Rome2rio;Paris;Minsk;0;1;0;0;1807;$180 ; $270
Rome2rio;Paris;Minsk;1;0;0;0;2234;;
Rome2rio;Paris;Minsk;2;0;0;0;2569;$101 ; $153
Rome2rio;Paris;Minsk;0;0;1;0;1208;$280 ; $410
Rome2rio;Paris;Moscow;0;0;0;1;438;RUB 6242 ; RUB 17742
Rome2rio;Paris;Moscow;0;0;0;1;418;RUB 10320 ; RUB 21867
Rome2rio;Paris;Moscow;0;0;0;1;533;RUB 6287 ; RUB 23187
Rome2rio;Paris;Moscow;0;0;0;1;674;RUB 9827 ; RUB 32827
Rome2rio;Paris;Moscow;0;0;0;1;548;RUB 8687 ; RUB 26187
Rome2rio;Paris;Moscow;0;1;0;0;2326;RUB 14000 ; RUB 22000
Rome2rio;Paris;Moscow;1;1;0;0;2536;RUB 12052 ; RUB 18551
Rome2rio;Paris;Moscow;1;0;0;0;2621;RUB 9317 ; RUB 11255
Rome2rio;Paris;Moscow;0;0;1;0;1710;RUB 23000 ; RUB 34000
Rome2rio;Paris;Tbilissi;0;0;0;1;488;$132 ; $302
Rome2rio;Paris;Tbilissi;0;0;0;1;688;$114 ; $325
Rome2rio;Paris;Tbilissi;0;1;0;1;541;$197 ; $495
Rome2rio;Paris;Tbilissi;0;0;0;1;788;$87 ; $402
Rome2rio;Paris;Tbilissi;1;1;0;0;4200;;
Rome2rio;Paris;Tbilissi;1;0;0;0;4560;$195 ; $262
Rome2rio;Paris;Tbilissi;1;1;0;0;4920;$307 ; $475
Rome2rio;Paris;Tbilissi;1;1;0;0;5040;$270 ; $491
Rome2rio;Paris;Tbilissi;1;0;0;0;6660;$110 ; $163
Rome2rio;Paris;Tbilissi;0;0;1;0;2850;$550 ; $850
Rome2rio;Paris;Bakou;0;0;0;1;516;$192 ; $472
Rome2rio;Paris;Bakou;0;0;0;1;662;$134 ; $615
Rome2rio;Paris;Bakou;0;1;0;0;5520;$266 ; $518
Rome2rio;Paris;Bakou;1;1;0;0;5640;$169 ; $282
Rome2rio;Paris;Bakou;1;1;0;0;6360;;
Rome2rio;Paris;Bakou;0;0;1;0;3300;$650 ; $950
Rome2rio;Paris;Verevan;0;0;0;1;478;121;241
Rome2rio;Paris;Verevan;0;0;0;1;548;163;2214
Rome2rio;Paris;Verevan;0;1;0;1;1289;142;422
Rome2rio;Paris;Verevan;1;0;0;0;4260;147;234
Rome2rio;Paris;Verevan;1;1;0;0;5340;277;471
Rome2rio;Paris;Verevan;1;0;0;0;6960;108;150
Rome2rio;Paris;Verevan;0;0;1;0;2864;500;800
Rome2rio;Paris;Sarajevo;0;0;0;1;408;$124 ; $468
Rome2rio;Paris;Sarajevo;1;1;0;0;1348;$144 ; $210
Rome2rio;Paris;Sarajevo;1;1;0;0;1434;$217 ; $318
Rome2rio;Paris;Sarajevo;1;0;0;0;1590;$80 ; $120
Rome2rio;Paris;Sarajevo;1;0;0;0;1928;$92 ; $130
Rome2rio;Paris;Sarajevo;0;1;1;0;1405;$208 ; $356
Rome2rio;Paris;Sarajevo;0;0;1;0;1045;$240 ; $350
Rome2rio;Paris;Reykjavik;0;0;0;1;455;$145 ; $487
Rome2rio;Paris;Reykjavik;0;0;0;1;446;$167 ; $590
Rome2rio;Paris;Reykjavik;0;1;0;1;519;$220 ; $540
Rome2rio;Paris;Valletta;0;0;0;1;375;61;183
Rome2rio;Paris;Valletta;0;0;0;1;355;53;216
Rome2rio;Paris;Valletta;0;1;0;1;443;121;347
Rome2rio;Paris;Valletta;1;1;0;0;1607;260;477
Rome2rio;Paris;Valletta;2;0;0;0;2195;;
Rome2rio;Paris;Valletta;2;1;0;0;2394;232;291
Rome2rio;Paris;Valletta;1;1;0;0;2122;270;348
Rome2rio;Paris;Zagreb;0;0;0;1;310;704 kn ; 1.909 kn
Rome2rio;Paris;Zagreb;0;0;0;1;400;1.063 kn ; 2.924 kn
Rome2rio;Paris;Zagreb;0;0;0;1;419;884 kn ; 4.174 kn
Rome2rio;Paris;Zagreb;0;1;0;0;956;1.365 kn ; 2.007 kn
Rome2rio;Paris;Zagreb;1;0;0;0;1245;420 kn ; 600 kn
Rome2rio;Paris;Zagreb;0;1;1;0;1144;1.110 kn ; 1.897 kn
Rome2rio;Paris;Zagreb;0;0;1;0;784;1.200 kn ; 1.800 kn
Rome2rio;Paris;Nicosia;0;0;0;1;568;152;434
Rome2rio;Paris;Nicosia;0;0;0;1;573;144;417
Rome2rio;Paris;Nicosia;0;0;0;1;580;98;308
Rome2rio;Paris;Nicosia;0;0;0;1;586;130;1721
Rome2rio;Paris;Nicosia;0;0;0;1;678;;
Rome2rio;Paris;Nicosia;0;0;1;0;2502;478;681
Rome2rio;Paris;Andorra la Vella;0;1;0;0;579;149;211
Rome2rio;Paris;Andorra la Vella;1;0;0;0;790;57;66
Rome2rio;Paris;Andorra la Vella;1;0;0;0;815;70;81
Rome2rio;Paris;Andorra la Vella;0;1;0;0;760;131;234
Rome2rio;Paris;Andorra la Vella;0;0;1;0;515;100;150
Rome2rio;Paris;Andorra la Vella;1;0;0;1;388;82;232
Rome2rio;Paris;Andorra la Vella;1;0;0;1;408;80;229
Rome2rio;Paris;Andorra la Vella;1;0;0;1;498;74;229
Rome2rio;Paris;San Marino;0;1;0;0;681;152;278
Rome2rio;Paris;San Marino;1;0;0;0;1169;59;76
Rome2rio;Paris;San Marino;1;1;0;0;1214;74;103
Rome2rio;Paris;San Marino;0;2;0;0;1108;135;221
Rome2rio;Paris;San Marino;0;0;1;0;694;;
Rome2rio;Paris;San Marino;1;1;0;1;447;85;329
Rome2rio;Paris;San Marino;0;1;0;1;486;82;408
Rome2rio;Paris;San Marino;0;1;0;1;476;74;371
Rome2rio;Paris;San Marino;0;1;0;1;532;58;353
Rome2rio;Paris;San Marino;0;1;0;1;522;60;406
Rome2rio;Paris;San Marino;1;2;0;1;522;42;429
Rome2rio;Paris;Vatican City;0;0;0;1;307;59;262
Rome2rio;Paris;Vatican City;0;0;0;1;322;67;279
Rome2rio;Paris;Vatican City;0;1;0;1;407;37;267
Rome2rio;Paris;Vatican City;0;1;0;1;385;83;417
Rome2rio;Paris;Vatican City;0;1;0;0;621;155;295
Rome2rio;Paris;Vatican City;1;0;0;0;1265;68;81
Rome2rio;Paris;Vatican City;0;2;0;0;875;120;238
Rome2rio;Paris;Vatican City;0;0;1;0;812;190;280
Rome2rio;Paris;Vatican City;0;1;1;0;1342;186;315
Rome2rio;Berlin;Paris;0;0;0;1;290;48;223
Rome2rio;Berlin;Paris;0;0;0;1;285;49;276
Rome2rio;Berlin;Paris;0;0;0;1;294;58;326
Rome2rio;Berlin;Paris;0;0;0;1;409;74;389
Rome2rio;Berlin;Paris;0;1;0;0;551;184;270
Rome2rio;Berlin;Paris;0;1;0;0;758;90;140
Rome2rio;Berlin;Paris;1;0;0;0;855;40;90
Rome2rio;Berlin;Paris;0;0;1;0;728;63;63
Rome2rio;Berlin;Paris;0;0;1;0;578;120;190
Rome2rio;Berlin;Rome;0;0;0;1;309;50;248
Rome2rio;Berlin;Rome;0;0;0;1;320;23;230
Rome2rio;Berlin;Rome;0;0;0;1;496;54;237
Rome2rio;Berlin;Rome;0;0;0;1;418;65;371
Rome2rio;Berlin;Rome;0;1;0;0;914;181;318
Rome2rio;Berlin;Rome;1;0;0;0;1545;50;148
Rome2rio;Berlin;Rome;1;0;0;0;1713;65;92
Rome2rio;Berlin;Rome;0;2;0;0;1077;192;266
Rome2rio;Berlin;Rome;0;0;1;0;826;200;300
Rome2rio;Berlin;Rome;0;1;1;0;957;263;364
Rome2rio;Berlin;Madrid;0;0;0;1;371;43;243
Rome2rio;Berlin;Madrid;0;0;0;1;375;38;286
Rome2rio;Berlin;Madrid;0;1;0;0;1230;374;600
Rome2rio;Berlin;Madrid;1;0;0;0;2115;180;254
Rome2rio;Berlin;Madrid;1;0;0;0;2240;;
Rome2rio;Berlin;Madrid;0;0;1;0;1303;270;400
Rome2rio;Berlin;London;0;0;0;1;277;£103 ; £188
Rome2rio;Berlin;London;0;0;0;1;281;£82 ; £178
Rome2rio;Berlin;London;0;1;0;1;304;£41 ; £196
Rome2rio;Berlin;London;0;1;0;1;0;£51 ; £198
Rome2rio;Berlin;London;0;0;0;1;311;£47 ; £142
Rome2rio;Berlin;London;0;1;0;1;317;£45 ; £208
Rome2rio;Berlin;London;0;1;0;0;618;£144 ; £522
Rome2rio;Berlin;London;0;1;0;0;696;£154 ; £435
Rome2rio;Berlin;London;1;0;0;0;1025;£27 ; £42
